1,107.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,107.5,,
2,332.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,107.5,,
3,557.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,107.5,,
4,782.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,107.5,,
5,1007.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1007.5,,
6,1232.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1007.5,,
7,1457.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1007.5,,
8,1682.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1007.5,,
9,1907.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1907.5,,
10,2132.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1907.5,,
11,2357.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1907.5,,
12,2582.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1907.5,,
13,2807.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2807.5,,
14,3032.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2807.5,,
15,3257.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2807.5,,
16,3482.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2807.5,,
17,3707.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3150,,
18,3932.5,42.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3150,,
19,5996.5,42.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5996.5,,
20,5996.5,42.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5996.5,,
21,6221.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5996.5,,
22,6446.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5996.5,,
23,6671.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5996.5,,
24,6896.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6896.5,,
25,7121.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6896.5,,
26,7346.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6896.5,,
27,7571.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6896.5,,
28,7796.5,42.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7014,,
29,9925.5,42.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9925.5,,
30,9925.5,42.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,9925.5,,
31,10150.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9925.5,,
32,10375.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9925.5,,
33,10600.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9925.5,,
34,10825.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10825.5,,
35,11050.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10825.5,,
36,11275.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10825.5,,
37,11500.5,42.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10825.5,,
